Date,Price,Open,High,Low,Vol.,Change %
4/1/1986,5.127,5.09,5.542,5,14.09K,-0.06%
3/1/1986,5.13,5.61,5.83,5.19,7.48K,-8.88%
2/1/1986,5.63,5.905,5.978,5.58,15.44K,-6.74%
1/1/1986,6.037,5.715,6.32,5.715,2.10K,3.62%
12/1/1985,5.826,6.1,6.12,5.7,15.03K,-4.26%
11/1/1985,6.085,6.125,6.28,6.025,15.18K,0.02%
10/1/1985,6.084,6.02,6.36,6.02,3.80K,1.18%
9/1/1985,6.013,6.14,6.21,5.88,6.47K,-3.64%
8/1/1985,6.24,6.18,6.405,6.11,14.46K,-0.70%
7/1/1985,6.284,6.085,6.39,5.8,9.98K,2.88%
6/1/1985,6.108,6.2,6.45,6.085,20.41K,-0.78%
5/1/1985,6.156,6.14,6.7,5.98,10.35K,-0.15%
4/1/1985,6.165,6.53,6.75,6.14,13.08K,-7.81%
3/1/1985,6.687,5.6,6.89,5.48,19.37K,18.88%
2/1/1985,5.625,6.2,6.332,5.535,17.69K,-11.45%
1/1/1985,6.352,6.18,6.415,5.82,1.46K,-0.49%
12/1/1984,6.383,6.98,7.165,6.245,8.97K,-9.06%
11/1/1984,7.019,7.32,7.84,6.95,32.80K,-2.82%
10/1/1984,7.223,7.528,7.603,7.1,2.24K,-3.44%
9/1/1984,7.48,7.19,7.73,6.98,11.63K,0.38%
8/1/1984,7.452,7.075,8.015,7.075,18.35K,6.18%
7/1/1984,7.018,8.29,8.32,6.85,8.51K,-16.25%
6/1/1984,8.38,9.42,9.54,8.27,28.61K,-9.51%
5/1/1984,9.261,8.97,9.37,8.56,7.09K,3.42%
4/1/1984,8.955,9.75,9.75,8.86,37.28K,-8.81%
3/1/1984,9.82,9.61,10.17,9.25,10.60K,1.66%
2/1/1984,9.66,8.763,9.91,8.6,37.64K,12.26%
1/1/1984,8.605,8.81,8.81,7.79,0.74K,-4.60%
12/1/1983,9.02,9.46,10.04,8.44,8.66K,-6.24%
11/1/1983,9.62,8.43,9.86,8.4,41.37K,14.52%
10/1/1983,8.4,10.25,10.62,8.38,7.57K,-22.94%
9/1/1983,10.9,12.23,12.45,10.72,14.10K,-9.92%
8/1/1983,12.1,11.8,12.83,11.49,12.89K,2.41%
7/1/1983,11.815,11.66,12.65,11.23,14.83K,2.01%
6/1/1983,11.582,11.975,12.7,10.9,65.54K,-10.22%
5/1/1983,12.9,12.02,13.71,11.97,8.95K,6.98%
4/1/1983,12.058,10.77,12.61,10.77,22.80K,12.88%
3/1/1983,10.682,10.82,11.45,10.02,39.69K,3.71%
2/1/1983,10.3,14.38,14.74,10.2,68.68K,-27.72%
1/1/1983,14.25,11.05,14.26,10.9,3.79K,30.38%
12/1/1982,10.93,10.11,11.3,10.02,12.52K,8.33%
11/1/1982,10.09,10.365,11.01,8.95,235.85K,0.00%
10/1/1982,10.09,8.415,10.7,8.02,250.55K,22.45%
9/1/1982,8.24,7.74,9.765,7.53,48.78K,4.70%
8/1/1982,7.87,6.97,8.28,6.21,8.05K,17.78%
7/1/1982,6.682,5.845,7.36,5.5,4.88K,10.98%
6/1/1982,6.021,6.16,6.3,4.78,126.29K,-4.35%
5/1/1982,6.295,6.925,6.95,6.28,15.58K,-8.24%
4/1/1982,6.86,7.225,7.72,6.5,106.95K,-5.12%
3/1/1982,7.23,7.76,7.93,6.85,23.01K,-6.63%
2/1/1982,7.743,8.085,8.755,7.73,10.91K,-2.44%
1/1/1982,7.937,7.99,8.4,7.75,1.65K,-2.31%
12/1/1981,8.125,8.03,9.05,7.97,38.53K,-0.98%
11/1/1981,8.205,9.225,9.26,7.97,9.56K,-10.33%
10/1/1981,9.15,9.35,9.71,8.94,1.54K,0.11%
9/1/1981,9.14,9.09,11.35,8.25,15.08K,-1.67%
8/1/1981,9.295,8.265,9.64,8.25,5.30K,9.10%
7/1/1981,8.52,8.585,9.16,8.19,4.13K,-0.41%
6/1/1981,8.555,10.755,10.87,8.4,9.28K,-20.27%
5/1/1981,10.73,11.165,11.5,10.25,3.23K,-3.25%
4/1/1981,11.09,12.085,12.35,10.8,7.47K,-6.77%
3/1/1981,11.895,11.59,13.5,11.28,8.94K,-2.30%
2/1/1981,12.175,12.93,14.12,12.12,7.37K,-8.11%
1/1/1981,13.25,15.15,16.53,12.65,6.13K,-15.55%
12/1/1980,15.69,19.01,19.02,13.37,19.64K,-15.60%
11/1/1980,18.59,19.44,20.1,17.32,15.22K,-1.64%
10/1/1980,18.9,21.675,21.99,18.3,12.72K,-8.78%
9/1/1980,20.72,16.38,25,16.23,23.46K,27.12%
8/1/1980,16.3,15.82,16.45,15.47,3.15K,5.81%
7/1/1980,15.405,16.975,17.49,15.05,5.00K,-7.23%
6/1/1980,16.605,14.85,17.9,14.25,12.37K,19.03%
5/1/1980,13.95,11.45,13.95,10.8,8.46K,11.60%
4/1/1980,12.5,15.675,17.5,12.5,20.87K,-11.97%
3/1/1980,14.2,34.85,37.25,10.8,62.62K,-59.77%
2/1/1980,35.3,34.4,39.8,27.8,9.42K,2.02%
1/1/1980,34.6,39.5,50.35,30.25,33.11K,0.44%
12/1/1979,34.45,19.61,35,18.65,-,83.05%
11/1/1979,18.82,16.37,19.4,15.7,1.64K,15.11%
10/1/1979,16.35,17.13,18.5,15.1,-,-6.73%
9/1/1979,17.529,10.915,17.85,10.89,-,65.13%
8/1/1979,10.615,9.035,10.7,8.7,-,18.34%
7/1/1979,8.97,8.702,9.645,8.535,-,3.66%
6/1/1979,8.653,8.655,8.815,8.305,-,-0.54%
5/1/1979,8.7,8.025,8.91,7.905,-,8.95%
4/1/1979,7.985,7.485,7.985,7.282,-,7.17%
3/1/1979,7.451,7.615,7.82,7.07,-,-3.38%
2/1/1979,7.712,6.66,7.96,6.625,-,15.10%
1/1/1979,6.7,6.073,6.765,5.923,-,10.56%
12/1/1978,6.06,6.02,6.08,5.8,-,1.00%
11/1/1978,6,5.95,6.1,5.47,-,-2.72%
10/1/1978,6.168,5.66,6.317,5.66,-,9.52%
9/1/1978,5.632,5.497,5.715,5.41,-,2.81%
8/1/1978,5.478,5.676,5.687,5.325,-,-2.98%
7/1/1978,5.646,5.24,5.646,5.17,-,8.29%
6/1/1978,5.214,5.382,5.455,5.21,-,-3.41%
5/1/1978,5.398,4.957,5.417,4.933,-,8.59%
4/1/1978,4.971,5.436,5.436,4.87,-,-8.87%
3/1/1978,5.455,4.957,5.536,4.918,-,10.02%
2/1/1978,4.958,4.961,5.043,4.808,-,-0.18%
1/1/1978,4.967,4.855,5.038,4.811,-,3.72%
12/1/1977,4.789,4.77,4.812,4.6,-,0.52%
11/1/1977,4.764,4.86,4.956,4.662,-,-2.06%
10/1/1977,4.864,4.66,4.893,4.64,-,4.94%
9/1/1977,4.635,4.47,4.654,4.418,-,3.83%
8/1/1977,4.464,4.455,4.577,4.317,-,-0.76%
7/1/1977,4.498,4.483,4.64,4.372,-,0.45%
6/1/1977,4.478,4.575,4.594,4.332,-,-1.45%
5/1/1977,4.544,4.76,4.82,4.52,-,-4.54%
4/1/1977,4.76,4.852,4.892,4.67,-,-1.02%
3/1/1977,4.809,4.703,4.99,4.685,-,1.63%
2/1/1977,4.732,4.481,4.751,4.43,-,5.79%
1/1/1977,4.473,4.365,4.546,4.303,-,2.83%
12/1/1976,4.35,4.26,4.415,4.236,-,1.80%
11/1/1976,4.273,4.312,4.545,4.214,-,-1.02%
10/1/1976,4.317,4.344,4.344,4.112,-,-0.51%
9/1/1976,4.339,4.105,4.443,4.105,-,6.30%
8/1/1976,4.082,4.33,4.365,4.031,-,-9.01%
7/1/1976,4.486,4.79,5.15,4.4,-,-7.26%
6/1/1976,4.837,4.7,4.949,4.64,-,3.13%
5/1/1976,4.69,4.435,4.69,4.31,-,5.20%
4/1/1976,4.458,4.06,4.565,4.06,-,10.32%
3/1/1976,4.041,4.2,4.32,4.008,-,-3.83%
2/1/1976,4.202,3.995,4.235,3.907,-,6.38%
1/1/1976,3.95,4.178,4.337,3.8,-,-5.52%
12/1/1975,4.181,4.085,4.351,3.88,-,1.98%
11/1/1975,4.1,4.2,4.482,4.09,-,-1.73%
10/1/1975,4.172,4.5,4.555,4.135,-,-6.35%
9/1/1975,4.455,4.4,4.651,4.335,-,-2.26%
8/1/1975,4.558,5.06,5.265,4.53,-,-9.06%
7/1/1975,5.012,4.615,5.21,4.48,-,8.72%
6/1/1975,4.61,4.39,4.64,4.38,-,2.67%
5/1/1975,4.49,4.27,4.8,4.254,-,4.27%
4/1/1975,4.306,4.27,4.435,4.03,-,1.32%
3/1/1975,4.25,4.49,4.56,4.16,-,-4.58%
2/1/1975,4.454,4,4.65,4,-,9.38%
1/1/1975,4.072,4.35,4.439,3.9,-,-5.91%
12/1/1974,4.328,4.64,4.932,4.035,-,-6.02%
11/1/1974,4.605,4.82,5.189,4.215,-,-4.06%
10/1/1974,4.8,4.44,5.23,4.4,-,8.11%
9/1/1974,4.44,4.12,4.445,3.73,-,6.73%
8/1/1974,4.16,4.985,5.04,4.01,-,-15.93%
7/1/1974,4.948,4.68,5.21,3.865,-,5.39%
6/1/1974,4.695,4.645,5.32,4.535,-,-3.95%
5/1/1974,4.888,5.46,6.15,4.55,-,-13.18%
4/1/1974,5.63,5.26,5.825,4.2,-,5.75%
3/1/1974,5.324,5.71,5.87,4.79,-,-2.13%
2/1/1974,5.44,4.1,6.43,4.1,-,34.59%
1/1/1974,4.042,3.305,4.08,3.235,-,23.68%
12/1/1973,3.268,2.956,3.29,2.956,-,10.14%
11/1/1973,2.967,2.86,2.995,2.74,-,3.60%
10/1/1973,2.864,2.745,3.027,2.72,-,2.65%
9/1/1973,2.79,2.634,2.875,2.512,-,6.49%
8/1/1973,2.62,2.96,2.995,2.52,-,-9.69%
7/1/1973,2.901,2.696,3.05,2.67,-,7.44%
6/1/1973,2.7,2.641,2.767,2.451,-,4.37%
5/1/1973,2.587,2.15,2.613,2.1,-,19.99%
4/1/1973,2.156,2.204,2.272,2.086,-,-1.73%
3/1/1973,2.194,2.525,2.675,2.11,-,-12.90%
2/1/1973,2.519,2.038,2.519,2.026,-,23.78%
